scan_id,brightness,motion,face_visibility,signal_quality,acceptable
train-003403,0.3582219968429629,0.3856363353867086,0.7778842897482368,0.6480368192457674,1
train-001312,0.795475604233375,0.31516987588534656,0.7776111554846147,0.792791167456767,0
train-000136,0.3824377972659158,0.09879223651229271,0.7928669121567081,0.8985617317936817,1
train-002495,0.4143622278473454,0.13353803922455487,0.7869778943660595,0.5939777934086231,1
train-000535,0.49222190324540605,0.09466527310327222,0.769263745142379,0.7440562665424221,1
train-000239,0.49484185533705827,0.17953325439088705,0.9343115485805148,0.46967774229798515,0
train-005302,0.6735320239876151,0.6150605250649965,0.9073280109399746,0.6601243884623625,0
train-005419,0.4488817990742418,0.3557826000186372,0.9628642862111911,0.4964788638840442,1
train-001594,0.4036527377751853,0.1452786290637892,0.737476863112429,0.8207869476502505,1
train-005813,0.5803657495642748,0.16675830650859505,0.7921883709419392,0.695762356119192,0
train-003443,0.6819227868171167,0.28436995516185143,0.8510390587891594,0.7883432802616309,0
train-005294,0.5716083951624843,0.03619380439378658,0.8495615032226824,0.8233979936100962,1
train-005728,0.4502852976913626,0.11902146690279775,0.9557365264267648,0.7020857907256429,1
train-000872,0.15630862414418747,0.24718952885974857,0.8473816728915393,0.7338288482386949,1
train-002637,0.38900120874584015,0.18741201455310885,0.5251429914813301,0.5379315108621018,0
train-003719,0.26214221073449784,0.27998418067109354,0.9462893209845439,0.6658872445864691,0
train-001527,0.5003220005318739,0.04901873635598034,0.7478980776234977,0.9482686461528974,1
train-005122,0.3683952977169692,0.09772053109721769,0.8315039024722487,0.5668480967572809,1
train-000511,0.46068147485641614,0.12623325962920331,0.5955879985580869,0.9085707271273229,0
train-000035,0.3111441126448056,0.41274122225605325,0.9506106057666324,0.7161150272189895,0
train-001712,0.5923147120875275,0.15286227092009994,0.969510046324536,0.44569506261525377,1
train-002908,0.311036885116441,0.12113759290150755,0.8136679614768335,0.8085885964505815,0
train-005370,0.22291146769657078,0.1748737602948089,0.9196485457217113,0.6710441441351376,1
train-005574,0.15514252258042605,0.04311113922950896,0.7717282467962361,0.8246318746912465,1
train-004341,0.6559477997402954,0.2123662837398308,0.6366538773535095,0.8448953043095165,0
train-003049,0.5636210788885397,0.4664595543489322,0.8408332356089032,0.4998731916220125,0
train-003470,0.18741415604777248,0.2556992557511015,0.9199153497803836,0.983909427682367,0
train-003596,0.2930789886652787,0.18377468264715138,0.8182751893122392,0.4607797414971787,0
train-001328,0.3463769690705223,0.13595740152480482,0.8567799996425577,0.9054985899776865,1
train-000915,0.4473175768419363,0.1712400885230063,0.8104651470384078,0.5095668569062491,0
train-004937,0.4359761465006328,0.3239018911804934,0.8701837905399448,0.8056240525778906,0
train-005704,0.19144871178795525,0.05689581420219671,0.8193280223894055,0.8484841440017548,1
train-005143,0.43464568119225605,0.2457552474407584,0.6394757462897583,0.9465915240971204,1
train-005091,0.7544429922600842,0.1396247544657607,0.8363642182695529,0.5656156585283224,1
train-002333,0.723824028570292,0.1336932125441399,0.9352975189744724,0.7795102832965966,0
train-002012,0.4301683297786873,0.24676843017530925,0.8426811377636978,0.5843333700690864,0
train-001272,0.49012028670837404,0.2376666547672465,0.7175528503922859,0.9694837350077502,1
train-000036,0.31984837191964366,0.1447445737679117,0.8363663936686374,0.47370578401558233,1
train-000117,0.43131857012217834,0.17114960907400859,0.9360308525174739,0.5929459992476084,0
train-004610,0.4006635141941007,0.16246809292436357,0.774846805130051,0.8482595941399896,0
train-004231,0.1838227645211708,0.15803352605605456,0.775380806913157,0.6692205982015438,1
train-001233,0.6227426484389604,0.3131545942977301,0.8890363357568956,0.8118876009820795,1
train-002273,0.5456942379649853,0.31466964200334346,0.8633977455088884,0.762828235235623,1
train-000882,0.5483599295972572,0.1202317893011655,0.7212036998177008,0.5377702412749178,0
train-001223,0.5038956718250137,0.1741136998934065,0.9115746972608274,0.7956223076407872,1
train-001962,0.314184568498345,0.0736280722548774,0.7654470508259577,0.9087838347487808,1
train-002769,0.5098929777362289,0.19946577253621417,0.5291383347471366,0.8018252195110991,1
train-005192,0.6788730354508105,0.15773624897883012,0.7957967189003141,0.5227323889469808,0
train-002964,0.3357099695602073,0.27177802892039815,0.7452596275948106,0.8271593292156689,1
train-005355,0.4266559545593938,0.14487105330672703,0.8662357202250905,0.6547794217482161,1
train-001511,0.4961595184116624,0.4263307049831587,0.6875864773992948,0.48877511928634965,0
train-000417,0.5997330700704887,0.2053273384548811,0.7099974487216354,0.7943306191962322,0
train-005515,0.6533122483756052,0.4958519578389298,0.8556615122959553,0.6536409651881478,0
train-003929,0.45177338194732636,0.5213530223576989,0.9211501427651192,0.8920928569035125,1
train-001219,0.4477178000964306,0.14115670531236926,0.931951740600452,0.8529013627100004,1
train-000351,0.6991973106744398,0.310941355899878,0.8049447140816287,0.7326842053020827,1
train-002087,0.6044087230316441,0.25343601057416937,0.7029276245439671,0.5039716055811856,0
train-005326,0.5480354782927546,0.0677841543345227,0.8936067471222616,0.9041439009198894,1
train-005020,0.28708189969349157,0.5909185852108553,0.8232772102339169,0.7195887799836281,0
train-005669,0.3325673121139329,0.19623576164906617,0.9140891675870442,0.5871991523791724,0
train-002111,0.4963091514909125,0.09975892526958921,0.7779072147879095,0.6377126754372618,0
train-002146,0.3223821303493431,0.17810805951063105,0.5129919574805892,0.5187458701801286,0
train-003366,0.6870441209914058,0.22628926210265632,0.9287846572067499,0.7695304522282089,0
train-004418,0.3331939341425378,0.10499288537862526,0.5953667500316627,0.7826429158462486,0
train-004638,0.7670109121545639,0.14648132155489973,0.7349138087029721,0.7114343197211445,0
train-004417,0.4129088369579834,0.11190653522667095,0.7069079756640957,0.5752037162020328,0
train-005868,0.40625927552386126,0.14035563092009978,0.8473868825107025,0.9346224890172921,1
train-003537,0.6640772490801546,0.2641829480847675,0.8452507274844858,0.8239036326138574,1
train-004965,0.46148570286363555,0.45802678420089,0.847272624733107,0.9360054975428466,1
train-003503,0.6192786150985875,0.062026943414497854,0.9335097632241419,0.7488289707158693,1
train-002260,0.7067709844606586,0.27670431104480514,0.704448713585417,0.5804210405935784,0
train-001379,0.39599698933260224,0.07290382407818255,0.876837336022616,0.49278754257779456,1
train-002099,0.10781703639499335,0.40959569598485285,0.9402665666847934,0.9738284066783036,1
train-005809,0.6293593836097031,0.3181280789421177,0.9044936449387926,0.6854817032298293,1
train-000604,0.6985949191704823,0.12434158771622232,0.9508945364141798,0.37219243207988995,1
train-005292,0.4764337361630688,0.07378549006860771,0.6796025254345222,0.5283179380875741,1
train-004163,0.8198452502900965,0.21243999107448175,0.423963808361596,0.41649953263153155,0
train-003115,0.5789994635145314,0.2601582144224704,0.7495726805300654,0.696558363284095,0
train-001523,0.507428736628254,0.1799276174681651,0.8033822776032578,0.6927710025143964,1
train-002606,0.772963231849672,0.15267682122726473,0.6737526333081187,0.9045139477328679,1
train-002193,0.46264759788967025,0.15377604057115313,0.9028463859599496,0.7266131626761166,1
train-003487,0.5849406508204711,0.06140620724010688,0.6146009330500353,0.6657193721901524,1
train-001483,0.5425625116823113,0.09328406399530978,0.7380357942722985,0.703243992337877,1
train-001522,0.5351969334355,0.39711084637776817,0.7778334105980155,0.7240792253485664,0
train-000965,0.3964591314660482,0.060213352030452326,0.7999878040026669,0.8230935758968639,1
train-004190,0.5197554920139879,0.3346210329549865,0.8556584202016176,0.4680103216883517,0
train-005038,0.3870369141853711,0.05076705604900091,0.8452254034242596,0.8770460811144354,1
train-003549,0.6330187195840357,0.11007815760838613,0.91995947121502,0.8107180882915199,1
train-004906,0.6451717504815672,0.3536686678896002,0.9529743762917684,0.7825346448130479,1
train-003758,0.6979317637454555,0.24397082982905974,0.7504729010416858,0.9012628141776066,1
train-001557,0.35713584079852345,0.14699071504238506,0.9328621071731388,0.7643960793148538,1
train-001361,0.3035743715115825,0.0574856042314498,0.7019025459136988,0.7953323302776691,1
train-003567,0.7237725445635124,0.10967324500324174,0.7298596360140144,0.6137860006687094,0
train-002748,0.6782001455962009,0.1847364124418779,0.9350476021357373,0.7866641516925917,1
train-001606,0.7147964799301583,0.24617803618325318,0.8598598907733309,0.3476728611290855,0
train-000963,0.6384610084547565,0.06670273814089499,0.8125142163378204,0.5942539022579038,0
train-003290,0.2019992421119819,0.24850560233271743,0.8132667420551535,0.6576221831972394,1
train-004622,0.33192000061650295,0.3086333536061395,0.9858479372133885,0.9144137162432294,1
train-002809,0.4074109780919339,0.010562050174150914,0.8227778504501556,0.5236448972075861,0
train-005289,0.6150363767521185,0.08899639518313286,0.7002596604894032,0.4620094023866915,0
train-005345,0.29115392325527245,0.1911111710241776,0.7534872531868695,0.7428170535283788,1
train-005285,0.4135762935710904,0.36266772888674587,0.7862029648840049,0.6808103785632584,0
train-003458,0.5671468347994485,0.11575994618869219,0.8461251643864092,0.34477731431962905,0
train-005394,0.7224035453400106,0.053958188865368274,0.9294085897484838,0.19452850861691687,1
train-002943,0.37422526908622994,0.1133529709669357,0.8424264173749785,0.8136354445176309,0
train-000690,0.3180792785871512,0.0496632872936231,0.6586235966096011,0.535431757048448,1
train-003053,0.8508681037268422,0.22610534927974013,0.9378872580834021,0.6956564396510361,1
train-000526,0.6145803590921389,0.10391073064252579,0.9917884499884914,0.717990722625653,0
train-000627,0.47098844924957245,0.09814963195994085,0.8513835885154195,0.8014560000726305,1
train-002430,0.35720556867873166,0.10057428360189133,0.8495466179017896,0.689809582996361,1
train-004236,0.25265721013810605,0.47443104876211195,0.9465160888500715,0.6805683414351036,1
train-003701,0.1571337142130101,0.17749345028600533,0.8935390375624301,0.759088277895222,1
train-004745,0.7114788025439951,0.14945745363483434,0.9272768793610636,0.9037302089329842,1
train-004093,0.6449608419078435,0.08808661992780364,0.9852767810359406,0.5633822913249659,0
train-001844,0.3068680225615104,0.4196024832033789,0.9858942558493646,0.8098233957476088,0
train-002675,0.36804612962573224,0.2780326665912965,0.6892957469678969,0.7456167395984636,0
train-001231,0.533066630804434,0.09989131152946693,0.7687751670957802,0.8278875049478106,1
train-001230,0.4663361325368092,0.21633565948480715,0.8897155109225315,0.9860460655174451,1
train-000861,0.6218868283052217,0.3292153458100151,0.807575287345392,0.8258212105722326,1
train-004968,0.3699433248677619,0.44719332218105146,0.9018878461614208,0.7925830873817503,0
train-002132,0.5675823766045038,0.2394253952603626,0.6934072424011661,0.621610569227109,1
train-003773,0.3642178453974691,0.19391932534163928,0.8734385535567482,0.7352041669638814,0
train-000700,0.6032767166411602,0.16727538187587826,0.9007203677197345,0.756543669792508,1
train-005653,0.4246030975698107,0.30316355595051275,0.9497063625882639,0.806874214502179,1
train-000251,0.40450626072982776,0.21931629265316388,0.8051647846058446,0.6019761965318835,1
train-005911,0.3015822229355959,0.15150221050357301,0.9124921828571556,0.9704535109609285,0
train-000560,0.2746846047178,0.1350450470030783,0.8156436498607718,0.7683620236243954,1
train-002271,0.32142651565674074,0.2637043127707058,0.6653035361686486,0.9108148755315458,1
train-001430,0.5916721809391823,0.10227561435803613,0.5078690795201234,0.9357264481510468,0
train-001995,0.3150838450771791,0.0837371714217516,0.8176181797202309,0.5802579118650931,0
train-001728,0.6379860348169266,0.2030858199466809,0.9194617077708102,0.8650256722930979,1
train-005144,0.6606798110029598,0.08867433479625754,0.8925447953773231,0.5169571775124725,1
train-001267,0.6395243178888692,0.26926685700095676,0.8787642206227952,0.8056150570859952,1
train-005296,0.4597835404799595,0.23798545181280115,0.8664580230460134,0.9764743280800265,1
train-004575,0.5013127331217985,0.10707181459587814,0.7754334950643252,0.7325834337220014,0
train-005757,0.41704828710307407,0.035368524559507966,0.9549701088840327,0.5814069155874669,1
train-001774,0.5864510355130786,0.04834375458913398,0.8002702764178627,0.8722891995939902,0
train-004611,0.2875058185895476,0.10068433941578832,0.7573199921076635,0.6119633228275212,0
train-001888,0.5046326097319692,0.06776905462296993,0.8284539331898186,0.5655669293336962,0
train-000412,0.3253396663461929,0.047390870560353654,0.9108158152845779,0.876920863034453,1
train-003015,0.46465062428768467,0.27979852212541245,0.42063675570403997,0.7481299875434647,0
train-004608,0.7012658928129115,0.19754770314021758,0.8063382952393635,0.6696923727210174,0
train-002363,0.7283903958603698,0.09929425266524389,0.7095147521295957,0.9007754811802076,1
train-002896,0.48311823464747927,0.17122162624052087,0.5832366495824838,0.8005955969258384,1
train-000525,0.41708210508839944,0.18441288579598578,0.8598527833881799,0.8571772992161162,1
train-005826,0.6333647281162567,0.34412197771006237,0.815246316272335,0.7810808355711243,0
train-001965,0.5214016959702955,0.11631744932749075,0.9267225083304838,0.899510508281094,1
train-003360,0.692231496853443,0.14711041714523448,0.9163767472726215,0.7147153665701176,1
train-002281,0.5313042124215114,0.05635740917988807,0.5257233663624759,0.7522757612891585,1
train-001820,0.17455066532614874,0.45843075291430774,0.8821230330202973,0.7240455763806409,1
train-003003,0.7225588496923697,0.23612883115146358,0.8247167785312439,0.6842057169098688,1
train-002121,0.5742907061914136,0.12154919898051489,0.4442759904955727,0.6188470828831506,0
train-001590,0.5457807108338757,0.2505983631788273,0.8438891350748494,0.7252292898383569,0
train-000908,0.5448905454490715,0.02992111918868799,0.8293990761356892,0.847395299908332,1
train-000799,0.5489646024693495,0.012530504301077387,0.9634212987137222,0.6963539897883504,0
train-002933,0.5006273669119428,0.30912871369238204,0.901727034187885,0.799210832406155,1
train-004074,0.49446122152684807,0.13683030078616057,0.7635325143059598,0.6100780018240963,1
train-002323,0.8157917025257492,0.23547391146956728,0.9587671562912149,0.6552264985760494,1
train-003423,0.4258200280425811,0.3778534089097782,0.7804118685415747,0.6828211305267797,1
train-001346,0.5996191078084204,0.09122104163035712,0.8909131881304454,0.9407158129997685,1
train-001020,0.5148912837640337,0.026820189787831496,0.765642609152891,0.40833816309468174,0
train-000354,0.5147078357106138,0.08258864039622076,0.9593865063987111,0.6230716862263358,1
train-001349,0.5029694415665812,0.37161677636374185,0.7878955035638107,0.9259165565838514,1
train-002998,0.5340330875138855,0.14428027257865236,0.8021534177112608,0.7482422378460887,1
train-004867,0.6322804906530735,0.36774955611411303,0.8901986784191237,0.8973802445597188,1
train-005738,0.4578647925057363,0.30919163451160303,0.85553920898226,0.7974077769536793,1
train-000493,0.40394063762474114,0.07836044288765241,0.6606519169990602,0.6744472964294631,1
